ProductKey,Unitprice,ProductAlternateKey,ProductSubcategoryKey,ProductName,StandardCost,FinishedGoodsFlag,Color,SafetyStockLevel,ReorderPoint,ListPrice,Size,SizeRange,Weight,DaysToManufacture,ProductLine,DealerPrice,Class,Style,ModelName,Description,StartDate,EndDate,Status,ProductSubcategoryName,ProductCategoryKey,ProductCategoryName
264,0,FR-R38R-48,14,"LL Road Frame - Red, 48",181.4857,TRUE,Red,500,375,306.5636,48,48-52 CM,2,1,R ,183.9382,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",01-07-2011,28-12-2007,End,Road Frames,2,Components
265,0,FR-R38R-48,14,"LL Road Frame - Red, 48",187.1571,TRUE,Red,500,375,337.22,48,48-52 CM,2,1,R ,202.332,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",01-07-2012,27-12-2008,End,Road Frames,2,Components
266,0,FR-R38R-52,14,"LL Road Frame - Red, 52",181.4857,TRUE,Red,500,375,306.5636,52,48-52 CM,2,1,R ,183.9382,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",01-07-2011,28-12-2007,End,Road Frames,2,Components
267,0,FR-R38R-52,14,"LL Road Frame - Red, 52",187.1571,TRUE,Red,500,375,337.22,52,48-52 CM,2,1,R ,202.332,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",01-07-2012,27-12-2008,End,Road Frames,2,Components
268,0,FR-R38R-58,14,"LL Road Frame - Red, 58",181.4857,TRUE,Red,500,375,306.5636,58,54-58 CM,2,1,R ,183.9382,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",01-07-2011,28-12-2007,End,Road Frames,2,Components
269,0,FR-R38R-58,14,"LL Road Frame - Red, 58",187.1571,TRUE,Red,500,375,337.22,58,54-58 CM,2,1,R ,202.332,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",01-07-2012,27-12-2008,End,Road Frames,2,Components
270,0,FR-R38R-60,14,"LL Road Frame - Red, 60",181.4857,TRUE,Red,500,375,306.5636,60,60-62 CM,2,1,R ,183.9382,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",01-07-2011,28-12-2007,End,Road Frames,2,Components
271,0,FR-R38R-60,14,"LL Road Frame - Red, 60",187.1571,TRUE,Red,500,375,337.22,60,60-62 CM,2,1,R ,202.332,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",01-07-2012,27-12-2008,End,Road Frames,2,Components
272,0,FR-R38R-62,14,"LL Road Frame - Red, 62",181.4857,TRUE,Red,500,375,306.5636,62,60-62 CM,2,1,R ,183.9382,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",01-07-2011,28-12-2007,End,Road Frames,2,Components
273,0,FR-R38R-62,14,"LL Road Frame - Red, 62",187.1571,TRUE,Red,500,375,337.22,62,60-62 CM,2,1,R ,202.332,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",01-07-2012,27-12-2008,End,Road Frames,2,Components
274,0,FR-R72R-44,14,"ML Road Frame - Red, 44",352.1394,TRUE,Red,500,375,594.83,44,42-46 CM,2,1,R ,356.898,M ,U ,ML Road Frame,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.",01-07-2011,28-12-2007,End,Road Frames,2,Components
275,0,FR-R72R-48,14,"ML Road Frame - Red, 48",352.1394,TRUE,Red,500,375,594.83,48,48-52 CM,2,1,R ,356.898,M ,U ,ML Road Frame,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.",01-07-2011,28-12-2007,End,Road Frames,2,Components
276,0,FR-R72R-52,14,"ML Road Frame - Red, 52",352.1394,TRUE,Red,500,375,594.83,52,48-52 CM,2,1,R ,356.898,M ,U ,ML Road Frame,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.",01-07-2011,28-12-2007,End,Road Frames,2,Components
277,0,FR-R72R-58,14,"ML Road Frame - Red, 58",352.1394,TRUE,Red,500,375,594.83,58,54-58 CM,2,1,R ,356.898,M ,U ,ML Road Frame,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.",01-07-2011,28-12-2007,End,Road Frames,2,Components
278,0,FR-R72R-60,14,"ML Road Frame - Red, 60",352.1394,TRUE,Red,500,375,594.83,60,60-62 CM,2,1,R ,356.898,M ,U ,ML Road Frame,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.",01-07-2011,28-12-2007,End,Road Frames,2,Components
279,0,FR-R38B-44,14,"LL Road Frame - Black, 44",176.1997,TRUE,Black,500,375,297.6346,44,42-46 CM,2,1,R ,178.5808,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",01-07-2011,28-12-2007,End,Road Frames,2,Components
280,0,FR-R38B-44,14,"LL Road Frame - Black, 44",170.1428,TRUE,Black,500,375,306.5636,44,42-46 CM,2,1,R ,183.9382,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",01-07-2012,27-12-2008,End,Road Frames,2,Components
281,0,FR-R38B-44,14,"LL Road Frame - Black, 44",204.6251,TRUE,Black,500,375,337.22,44,42-46 CM,2,1,R ,202.332,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",01-07-2013,17-01-2025,Current,Road Frames,2,Components
282,0,FR-R38B-48,14,"LL Road Frame - Black, 48",176.1997,TRUE,Black,500,375,297.6346,48,48-52 CM,2,1,R ,178.5808,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",01-07-2011,28-12-2007,End,Road Frames,2,Components
283,0,FR-R38B-48,14,"LL Road Frame - Black, 48",170.1428,TRUE,Black,500,375,306.5636,48,48-52 CM,2,1,R ,183.9382,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",01-07-2012,27-12-2008,End,Road Frames,2,Components
284,0,FR-R38B-48,14,"LL Road Frame - Black, 48",204.6251,TRUE,Black,500,375,337.22,48,48-52 CM,2,1,R ,202.332,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",01-07-2013,17-01-2025,Current,Road Frames,2,Components
285,0,FR-R38B-52,14,"LL Road Frame - Black, 52",176.1997,TRUE,Black,500,375,297.6346,52,48-52 CM,2,1,R ,178.5808,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",01-07-2011,28-12-2007,End,Road Frames,2,Components
286,0,FR-R38B-52,14,"LL Road Frame - Black, 52",170.1428,TRUE,Black,500,375,306.5636,52,48-52 CM,2,1,R ,183.9382,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",01-07-2012,27-12-2008,End,Road Frames,2,Components
287,0,FR-R38B-52,14,"LL Road Frame - Black, 52",204.6251,TRUE,Black,500,375,337.22,52,48-52 CM,2,1,R ,202.332,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",01-07-2013,17-01-2025,Current,Road Frames,2,Components
288,0,FR-M94S-42,12,"HL Mountain Frame - Silver, 42",623.8403,TRUE,Silver,500,375,1204.3248,42,42-46 CM,3,1,M ,722.5949,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,01-07-2011,28-12-2007,End,Mountain Frames,2,Components
289,0,FR-M94S-42,12,"HL Mountain Frame - Silver, 42",660.9142,TRUE,Silver,500,375,1240.4545,42,42-46 CM,3,1,M ,744.2727,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,01-07-2012,27-12-2008,End,Mountain Frames,2,Components
290,0,FR-M94S-42,12,"HL Mountain Frame - Silver, 42",747.2002,TRUE,Silver,500,375,1364.5,42,42-46 CM,3,1,M ,818.7,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,01-07-2013,17-01-2025,Current,Mountain Frames,2,Components
291,0,FR-M94S-44,12,"HL Mountain Frame - Silver, 44",706.811,TRUE,Silver,500,375,1364.5,44,42-46 CM,3,1,M ,818.7,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,01-07-2011,28-12-2007,End,Mountain Frames,2,Components
292,0,FR-M94S-52,12,"HL Mountain Frame - Silver, 48",706.811,TRUE,Silver,500,375,1364.5,48,48-52 CM,3,1,M ,818.7,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,01-07-2011,28-12-2007,End,Mountain Frames,2,Components
293,0,FR-M94S-46,12,"HL Mountain Frame - Silver, 46",623.8403,TRUE,Silver,500,375,1204.3248,46,42-46 CM,3,1,M ,722.5949,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,01-07-2011,28-12-2007,End,Mountain Frames,2,Components
294,0,FR-M94S-46,12,"HL Mountain Frame - Silver, 46",660.9142,TRUE,Silver,500,375,1240.4545,46,42-46 CM,3,1,M ,744.2727,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,01-07-2012,27-12-2008,End,Mountain Frames,2,Components
295,0,FR-M94S-46,12,"HL Mountain Frame - Silver, 46",747.2002,TRUE,Silver,500,375,1364.5,46,42-46 CM,3,1,M ,818.7,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,01-07-2013,17-01-2025,Current,Mountain Frames,2,Components
296,0,FR-M94B-42,12,"HL Mountain Frame - Black, 42",617.0281,TRUE,Black,500,375,1191.1739,42,42-46 CM,3,1,M ,714.7043,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,01-07-2011,28-12-2007,End,Mountain Frames,2,Components
297,0,FR-M94B-42,12,"HL Mountain Frame - Black, 42",653.6971,TRUE,Black,500,375,1226.9091,42,42-46 CM,3,1,M ,736.1455,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,01-07-2012,27-12-2008,End,Mountain Frames,2,Components
298,0,FR-M94B-42,12,"HL Mountain Frame - Black, 42",739.041,TRUE,Black,500,375,1349.6,42,42-46 CM,3,1,M ,809.76,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,01-07-2013,17-01-2025,Current,Mountain Frames,2,Components
299,0,FR-M94B-44,12,"HL Mountain Frame - Black, 44",699.0928,TRUE,Black,500,375,1349.6,44,42-46 CM,3,1,M ,809.76,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,01-07-2011,28-12-2007,End,Mountain Frames,2,Components
300,0,FR-M94B-48,12,"HL Mountain Frame - Black, 48",699.0928,TRUE,Black,500,375,1349.6,48,48-52 CM,3,1,M ,809.76,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,01-07-2011,28-12-2007,End,Mountain Frames,2,Components
301,0,FR-M94B-46,12,"HL Mountain Frame - Black, 46",617.0281,TRUE,Black,500,375,1191.1739,46,42-46 CM,3,1,M ,714.7043,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,01-07-2011,28-12-2007,End,Mountain Frames,2,Components
302,0,FR-M94B-46,12,"HL Mountain Frame - Black, 46",653.6971,TRUE,Black,500,375,1226.9091,46,42-46 CM,3,1,M ,736.1455,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,01-07-2012,27-12-2008,End,Mountain Frames,2,Components
303,0,FR-M94B-46,12,"HL Mountain Frame - Black, 46",739.041,TRUE,Black,500,375,1349.6,46,42-46 CM,3,1,M ,809.76,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,01-07-2013,17-01-2025,Current,Mountain Frames,2,Components
304,0,FR-M94B-38,12,"HL Mountain Frame - Black, 38",617.0281,TRUE,Black,500,375,1191.1739,38,38-40 CM,3,2,M ,714.7043,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,01-07-2011,28-12-2007,End,Mountain Frames,2,Components
305,0,FR-M94B-38,12,"HL Mountain Frame - Black, 38",653.6971,TRUE,Black,500,375,1226.9091,38,38-40 CM,3,2,M ,736.1455,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,01-07-2012,27-12-2008,End,Mountain Frames,2,Components
306,0,FR-M94B-38,12,"HL Mountain Frame - Black, 38",739.041,TRUE,Black,500,375,1349.6,38,38-40 CM,3,2,M ,809.76,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,01-07-2013,17-01-2025,Current,Mountain Frames,2,Components
307,0,FR-M94S-38,12,"HL Mountain Frame - Silver, 38",623.8403,TRUE,Silver,500,375,1204.3248,38,38-40 CM,3,2,M ,722.5949,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,01-07-2011,28-12-2007,End,Mountain Frames,2,Components
308,0,FR-M94S-38,12,"HL Mountain Frame - Silver, 38",660.9142,TRUE,Silver,500,375,1240.4545,38,38-40 CM,3,2,M ,744.2727,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,01-07-2012,27-12-2008,End,Mountain Frames,2,Components
309,0,FR-M94S-38,12,"HL Mountain Frame - Silver, 38",747.2002,TRUE,Silver,500,375,1364.5,38,38-40 CM,3,2,M ,818.7,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,01-07-2013,17-01-2025,Current,Mountain Frames,2,Components
310,3578.27,BK-R93R-62,2,"Road-150 Red, 62",2171.2942,TRUE,Red,100,75,3578.27,62,60-62 CM,15,4,R ,2146.962,H ,U ,Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",01-07-2011,28-12-2007,End,Road Bikes,1,Bikes
311,3578.27,BK-R93R-44,2,"Road-150 Red, 44",2171.2942,TRUE,Red,100,75,3578.27,44,42-46 CM,14,4,R ,2146.962,H ,U ,Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",01-07-2011,28-12-2007,End,Road Bikes,1,Bikes
312,3578.27,BK-R93R-48,2,"Road-150 Red, 48",2171.2942,TRUE,Red,100,75,3578.27,48,48-52 CM,14,4,R ,2146.962,H ,U ,Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",01-07-2011,28-12-2007,End,Road Bikes,1,Bikes
313,3578.27,BK-R93R-52,2,"Road-150 Red, 52",2171.2942,TRUE,Red,100,75,3578.27,52,48-52 CM,14,4,R ,2146.962,H ,U ,Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",01-07-2011,28-12-2007,End,Road Bikes,1,Bikes
314,3578.27,BK-R93R-56,2,"Road-150 Red, 56",2171.2942,TRUE,Red,100,75,3578.27,56,54-58 CM,15,4,R ,2146.962,H ,U ,Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",01-07-2011,28-12-2007,End,Road Bikes,1,Bikes
315,0,BK-R68R-58,2,"Road-450 Red, 58",884.7083,TRUE,Red,100,75,1457.99,58,54-58 CM,18,4,R ,874.794,M ,U ,Road-450,"A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.",01-07-2011,28-12-2007,End,Road Bikes,1,Bikes
316,0,BK-R68R-60,2,"Road-450 Red, 60",884.7083,TRUE,Red,100,75,1457.99,60,60-62 CM,18,4,R ,874.794,M ,U ,Road-450,"A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.",01-07-2011,28-12-2007,End,Road Bikes,1,Bikes
317,0,BK-R68R-44,2,"Road-450 Red, 44",884.7083,TRUE,Red,100,75,1457.99,44,42-46 CM,17,4,R ,874.794,M ,U ,Road-450,"A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.",01-07-2011,28-12-2007,End,Road Bikes,1,Bikes
318,0,BK-R68R-48,2,"Road-450 Red, 48",884.7083,TRUE,Red,100,75,1457.99,48,48-52 CM,17,4,R ,874.794,M ,U ,Road-450,"A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.",01-07-2011,28-12-2007,End,Road Bikes,1,Bikes
319,0,BK-R68R-52,2,"Road-450 Red, 52",884.7083,TRUE,Red,100,75,1457.99,52,48-52 CM,17,4,R ,874.794,M ,U ,Road-450,"A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.",01-07-2011,28-12-2007,End,Road Bikes,1,Bikes
320,699.0982,BK-R50R-58,2,"Road-650 Red, 58",413.1463,TRUE,Red,100,75,699.0982,58,54-58 CM,20,4,R ,419.4589,L ,U ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",01-07-2011,28-12-2007,End,Road Bikes,1,Bikes
321,782.99,BK-R50R-58,2,"Road-650 Red, 58",486.7066,TRUE,Red,100,75,782.99,58,54-58 CM,20,4,R ,469.794,L ,U ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",01-07-2012,27-12-2008,End,Road Bikes,1,Bikes
322,699.0982,BK-R50R-60,2,"Road-650 Red, 60",413.1463,TRUE,Red,100,75,699.0982,60,60-62 CM,20,4,R ,419.4589,L ,U ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",01-07-2011,28-12-2007,End,Road Bikes,1,Bikes
323,782.99,BK-R50R-60,2,"Road-650 Red, 60",486.7066,TRUE,Red,100,75,782.99,60,60-62 CM,20,4,R ,469.794,L ,U ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",01-07-2012,27-12-2008,End,Road Bikes,1,Bikes
324,699.0982,BK-R50R-62,2,"Road-650 Red, 62",413.1463,TRUE,Red,100,75,699.0982,62,60-62 CM,20,4,R ,419.4589,L ,U ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",01-07-2011,28-12-2007,End,Road Bikes,1,Bikes
325,782.99,BK-R50R-62,2,"Road-650 Red, 62",486.7066,TRUE,Red,100,75,782.99,62,60-62 CM,20,4,R ,469.794,L ,U ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",01-07-2012,27-12-2008,End,Road Bikes,1,Bikes
326,699.0982,BK-R50R-44,2,"Road-650 Red, 44",413.1463,TRUE,Red,100,75,699.0982,44,42-46 CM,19,4,R ,419.4589,L ,U ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",01-07-2011,28-12-2007,End,Road Bikes,1,Bikes
327,782.99,BK-R50R-44,2,"Road-650 Red, 44",486.7066,TRUE,Red,100,75,782.99,44,42-46 CM,19,4,R ,469.794,L ,U ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",01-07-2012,27-12-2008,End,Road Bikes,1,Bikes
328,699.0982,BK-R50R-48,2,"Road-650 Red, 48",413.1463,TRUE,Red,100,75,699.0982,48,48-52 CM,19,4,R ,419.4589,L ,U ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",01-07-2011,28-12-2007,End,Road Bikes,1,Bikes
329,782.99,BK-R50R-48,2,"Road-650 Red, 48",486.7066,TRUE,Red,100,75,782.99,48,48-52 CM,19,4,R ,469.794,L ,U ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",01-07-2012,27-12-2008,End,Road Bikes,1,Bikes
330,699.0982,BK-R50R-52,2,"Road-650 Red, 52",413.1463,TRUE,Red,100,75,699.0982,52,48-52 CM,19,4,R ,419.4589,L ,U ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",01-07-2011,28-12-2007,End,Road Bikes,1,Bikes
331,782.99,BK-R50R-52,2,"Road-650 Red, 52",486.7066,TRUE,Red,100,75,782.99,52,48-52 CM,19,4,R ,469.794,L ,U ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",01-07-2012,27-12-2008,End,Road Bikes,1,Bikes
332,699.0982,BK-R50B-58,2,"Road-650 Black, 58",413.1463,TRUE,Black,100,75,699.0982,58,54-58 CM,20,4,R ,419.4589,L ,U ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",01-07-2011,28-12-2007,End,Road Bikes,1,Bikes
333,782.99,BK-R50B-58,2,"Road-650 Black, 58",486.7066,TRUE,Black,100,75,782.99,58,54-58 CM,20,4,R ,469.794,L ,U ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",01-07-2012,27-12-2008,End,Road Bikes,1,Bikes
334,699.0982,BK-R50B-60,2,"Road-650 Black, 60",413.1463,TRUE,Black,100,75,699.0982,60,60-62 CM,20,4,R ,419.4589,L ,U ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",01-07-2011,28-12-2007,End,Road Bikes,1,Bikes
335,782.99,BK-R50B-60,2,"Road-650 Black, 60",486.7066,TRUE,Black,100,75,782.99,60,60-62 CM,20,4,R ,469.794,L ,U ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",01-07-2012,27-12-2008,End,Road Bikes,1,Bikes
336,699.0982,BK-R50B-62,2,"Road-650 Black, 62",413.1463,TRUE,Black,100,75,699.0982,62,60-62 CM,20,4,R ,419.4589,L ,U ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",01-07-2011,28-12-2007,End,Road Bikes,1,Bikes
337,782.99,BK-R50B-62,2,"Road-650 Black, 62",486.7066,TRUE,Black,100,75,782.99,62,60-62 CM,20,4,R ,469.794,L ,U ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",01-07-2012,27-12-2008,End,Road Bikes,1,Bikes
338,699.0982,BK-R50B-44,2,"Road-650 Black, 44",413.1463,TRUE,Black,100,75,699.0982,44,42-46 CM,19,4,R ,419.4589,L ,U ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",01-07-2011,28-12-2007,End,Road Bikes,1,Bikes
339,782.99,BK-R50B-44,2,"Road-650 Black, 44",486.7066,TRUE,Black,100,75,782.99,44,42-46 CM,19,4,R ,469.794,L ,U ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",01-07-2012,27-12-2008,End,Road Bikes,1,Bikes
340,699.0982,BK-R50B-48,2,"Road-650 Black, 48",413.1463,TRUE,Black,100,75,699.0982,48,48-52 CM,19,4,R ,419.4589,L ,U ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",01-07-2011,28-12-2007,End,Road Bikes,1,Bikes
341,782.99,BK-R50B-48,2,"Road-650 Black, 48",486.7066,TRUE,Black,100,75,782.99,48,48-52 CM,19,4,R ,469.794,L ,U ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",01-07-2012,27-12-2008,End,Road Bikes,1,Bikes
342,699.0982,BK-R50B-52,2,"Road-650 Black, 52",413.1463,TRUE,Black,100,75,699.0982,52,48-52 CM,19,4,R ,419.4589,L ,U ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",01-07-2011,28-12-2007,End,Road Bikes,1,Bikes
